Row/Case,Status,Description,HEATER2_output_T_SP,air2_SP_m3,air2_SP,acidgas_Fm,AIRFLOW,acidgas_Fv,H2S,SO2OUT,H2SOUT,B35_H2S,B35_SO2,acidgas_T,acidgas_P,Total_S,acidgas_CO2,acidgas_H2O,acidgas_H2S
4486,OK,,200.0,91.56279655,5.3106422,140.555556,123.6,2493.446088,54.9752683,0.014418747,4.26613895,0.026460478,0.000184539,83.6,1.6722,0.026645018,0.285675,0.323196,0.391128
4487,OK,,200.0,91.56279655,5.3106422,141.666667,123.6,2513.157123,55.4098554,0.011048176,4.69818069,0.029025743,0.000140638,83.6,1.6722,0.029166381,0.285675,0.323196,0.391128
4488,OK,,200.0,91.56279655,5.3106422,142.777778,123.6,2532.868157,55.8444425,0.008581506,5.1374058,0.031613401,0.000108648,83.6,1.6722,0.031722049,0.285675,0.323196,0.391128
4489,OK,,200.0,91.56279655,5.3106422,143.888889,123.6,2552.579191,56.2790296,0.006787477,5.57384178,0.034162883,8.55e-05,83.6,1.6722,0.034248353,0.285675,0.323196,0.391128
4490,OK,,200.0,91.56279655,5.3106422,145.0,123.6,2572.290225,56.7136167,0.005027749,6.13492155,0.037398642,6.28e-05,83.6,1.6722,0.037461462,0.285675,0.323196,0.391128
4491,OK,,200.0,96.67193931,5.60697248,135.0,123.6,2394.890899,52.8023328,0.089562885,2.0903549,0.013196853,0.001175609,83.6,1.6722,0.014372462,0.285675,0.323196,0.391128
4492,OK,,200.0,96.67193931,5.60697248,136.111111,123.6,2414.601934,53.2369199,0.060091999,2.46809069,0.015524701,0.000784897,83.6,1.6722,0.016309598,0.285675,0.323196,0.391128
4493,OK,,200.0,96.67193931,5.60697248,137.222222,123.6,2434.312968,53.671507,0.041417601,2.8774735,0.018031573,0.000538203,83.6,1.6722,0.018569776,0.285675,0.323196,0.391128
4494,OK,,200.0,96.67193931,5.60697248,138.333333,123.6,2454.024002,54.1060941,0.029333593,3.28675433,0.020518185,0.00037918,83.6,1.6722,0.020897365,0.285675,0.323196,0.391128
4495,OK,,200.0,96.67193931,5.60697248,139.444444,123.6,2473.735036,54.5406812,0.021552038,3.70067883,0.023013801,0.00027711,83.6,1.6722,0.023290912,0.285675,0.323196,0.391128
4496,OK,,200.0,96.67193931,5.60697248,140.555556,123.6,2493.446088,54.9752683,0.016107128,4.1261487,0.025560166,0.000205995,83.6,1.6722,0.025766161,0.285675,0.323196,0.391128
4497,OK,,200.0,96.67193931,5.60697248,141.666667,123.6,2513.157123,55.4098554,0.012140839,4.57386407,0.0282214,0.000154432,83.6,1.6722,0.028375832,0.285675,0.323196,0.391128
4498,OK,,200.0,96.67193931,5.60697248,142.777778,123.6,2532.868157,55.8444425,0.009397282,5.01173985,0.030801065,0.000118889,83.6,1.6722,0.030919954,0.285675,0.323196,0.391128
4499,OK,,200.0,96.67193931,5.60697248,143.888889,123.6,2552.579191,56.2790296,0.007196977,5.49014686,0.03360356,9.06e-05,83.6,1.6722,0.033694117,0.285675,0.323196,0.391128
4500,OK,,200.0,96.67193931,5.60697248,145.0,123.6,2572.290225,56.7136167,0.005921333,5.88395769,0.035875289,7.41e-05,83.6,1.6722,0.035949398,0.285675,0.323196,0.391128
4501,OK,,200.0,101.7810819,5.90330275,135.0,123.6,2394.890899,52.8023328,0.102509813,1.98750829,0.012529624,0.001344177,83.6,1.6722,0.013873801,0.285675,0.323196,0.391128
4502,OK,,200.0,101.7810819,5.90330275,136.111111,123.6,2414.601934,53.2369199,0.068115302,2.35491853,0.014792342,0.000888881,83.6,1.6722,0.015681223,0.285675,0.323196,0.391128
4503,OK,,200.0,101.7810819,5.90330275,137.222222,123.6,2434.312968,53.671507,0.047464695,2.75318497,0.017229651,0.000616253,83.6,1.6722,0.017845904,0.285675,0.323196,0.391128
4504,OK,,200.0,101.7810819,5.90330275,138.333333,123.6,2454.024002,54.1060941,0.03326608,3.15639638,0.019677847,0.000429627,83.6,1.6722,0.020107474,0.285675,0.323196,0.391128
4505,OK,,200.0,101.7810819,5.90330275,139.444444,123.6,2473.735036,54.5406812,0.022805562,3.63381408,0.022556248,0.000292731,83.6,1.6722,0.022848979,0.285675,0.323196,0.391128
4506,OK,,200.0,101.7810819,5.90330275,140.555556,123.6,2493.446088,54.9752683,0.017686536,4.0137641,0.024830907,0.000226019,83.6,1.6722,0.025056926,0.285675,0.323196,0.391128
4507,OK,,200.0,101.7810819,5.90330275,141.666667,123.6,2513.157123,55.4098554,0.013474315,4.43929832,0.027356806,0.000171269,83.6,1.6722,0.027528074,0.285675,0.323196,0.391128
4508,OK,,200.0,101.7810819,5.90330275,142.777778,123.6,2532.868157,55.8444425,0.010341503,4.88471082,0.029982497,0.00013074,83.6,1.6722,0.030113238,0.285675,0.323196,0.391128
4509,OK,,200.0,101.7810819,5.90330275,143.888889,123.6,2552.579191,56.2790296,0.008178798,5.30070511,0.032409379,0.000102844,83.6,1.6722,0.032512223,0.285675,0.323196,0.391128
4510,OK,,200.0,101.7810819,5.90330275,145.0,123.6,2572.290225,56.7136167,0.00635615,5.76333506,0.035095683,7.95e-05,83.6,1.6722,0.035175177,0.285675,0.323196,0.391128
4511,OK,,200.0,106.8902247,6.19963303,135.0,123.6,2394.890899,52.8023328,0.117390627,1.8889266,0.011890943,0.001537668,83.6,1.6722,0.013428611,0.285675,0.323196,0.391128
4512,OK,,200.0,106.8902247,6.19963303,136.111111,123.6,2414.601934,53.2369199,0.078815008,2.24203604,0.014063719,0.001027518,83.6,1.6722,0.015091237,0.285675,0.323196,0.391128
4513,OK,,200.0,106.8902247,6.19963303,137.222222,123.6,2434.312968,53.671507,0.053294501,2.63456698,0.016464995,0.000691347,83.6,1.6722,0.017156342,0.285675,0.323196,0.391128
4514,OK,,200.0,106.8902247,6.19963303,138.333333,123.6,2454.024002,54.1060941,0.037001562,3.04216002,0.018940814,0.000477521,83.6,1.6722,0.019418335,0.285675,0.323196,0.391128
4515,OK,,200.0,106.8902247,6.19963303,139.444444,123.6,2473.735036,54.5406812,0.026723544,3.46597772,0.021496938,0.000343064,83.6,1.6722,0.021840002,0.285675,0.323196,0.391128
4516,OK,,200.0,106.8902247,6.19963303,140.555556,123.6,2493.446088,54.9752683,0.019655954,3.8876637,0.024019714,0.000250995,83.6,1.6722,0.02427071,0.285675,0.323196,0.391128
4517,OK,,200.0,106.8902247,6.19963303,141.666667,123.6,2513.157123,55.4098554,0.014937721,4.30755509,0.026511421,0.00018973,83.6,1.6722,0.026701151,0.285675,0.323196,0.391128
4518,OK,,200.0,106.8902247,6.19963303,142.777778,123.6,2532.868157,55.8444425,0.011273328,4.76479547,0.029208877,0.000142415,83.6,1.6722,0.029351293,0.285675,0.323196,0.391128
4519,OK,,200.0,106.8902247,6.19963303,143.888889,123.6,2552.579191,56.2790296,0.008945,5.1787749,0.031623769,0.000112398,83.6,1.6722,0.031736167,0.285675,0.323196,0.391128
4520,OK,,200.0,106.8902247,6.19963303,145.0,123.6,2572.290225,56.7136167,0.006999941,5.63534445,0.034273878,8.75e-05,83.6,1.6722,0.034361361,0.285675,0.323196,0.391128
4521,OK,,200.0,111.9993672,6.4959633,135.0,123.6,2394.890899,52.8023328,0.135227637,1.79053679,0.011255226,0.001769332,83.6,1.6722,0.013024558,0.285675,0.323196,0.391128
4522,OK,,200.0,111.9993672,6.4959633,136.111111,123.6,2414.601934,53.2369199,0.089443343,2.13933778,0.013400499,0.001164942,83.6,1.6722,0.014565441,0.285675,0.323196,0.391128
4523,OK,,200.0,111.9993672,6.4959633,137.222222,123.6,2434.312968,53.671507,0.060050392,2.52233194,0.0157419,0.000778294,83.6,1.6722,0.016520194,0.285675,0.323196,0.391128
4524,OK,,200.0,111.9993672,6.4959633,138.333333,123.6,2454.024002,54.1060941,0.041486236,2.92998981,0.018217617,0.000534947,83.6,1.6722,0.018752564,0.285675,0.323196,0.391128
4525,OK,,200.0,111.9993672,6.4959633,139.444444,123.6,2473.735036,54.5406812,0.029974584,3.33348623,0.020648527,0.000384497,83.6,1.6722,0.021033024,0.285675,0.323196,0.391128
4526,OK,,200.0,111.9993672,6.4959633,140.555556,123.6,2493.446088,54.9752683,0.02051921,3.83674486,0.02365724,0.000261486,83.6,1.6722,0.023918726,0.285675,0.323196,0.391128
4527,OK,,200.0,111.9993672,6.4959633,141.666667,123.6,2513.157123,55.4098554,0.01645765,4.18322381,0.025713083,0.000208878,83.6,1.6722,0.025921961,0.285675,0.323196,0.391128
4528,OK,,200.0,111.9993672,6.4959633,142.777778,123.6,2532.868157,55.8444425,0.012564537,4.61979427,0.028285651,0.000158614,83.6,1.6722,0.028444265,0.285675,0.323196,0.391128
4529,OK,,200.0,111.9993672,6.4959633,143.888889,123.6,2552.579191,56.2790296,0.009714633,5.06287226,0.030876318,0.00012198,83.6,1.6722,0.030998298,0.285675,0.323196,0.391128
4530,OK,,200.0,111.9993672,6.4959633,145.0,123.6,2572.290225,56.7136167,0.007548374,5.52357097,0.033541368,9.42e-05,83.6,1.6722,0.033635581,0.285675,0.323196,0.391128
4531,OK,,200.0,117.10851,6.79229358,135.0,123.6,2394.890899,52.8023328,0.154847192,1.70068271,0.01067463,0.002023689,83.6,1.6722,0.012698319,0.285675,0.323196,0.391128
4532,OK,,200.0,117.10851,6.79229358,136.111111,123.6,2414.601934,53.2369199,0.101467104,2.04128405,0.012767993,0.001320213,83.6,1.6722,0.014088206,0.285675,0.323196,0.391128
4533,OK,,200.0,117.10851,6.79229358,137.222222,123.6,2434.312968,53.671507,0.066123435,2.43110567,0.015150831,0.00085623,83.6,1.6722,0.016007061,0.285675,0.323196,0.391128
4534,OK,,200.0,117.10851,6.79229358,138.333333,123.6,2454.024002,54.1060941,0.047484746,2.81408026,0.017473273,0.000611767,83.6,1.6722,0.01808504,0.285675,0.323196,0.391128
4535,OK,,200.0,117.10851,6.79229358,139.444444,123.6,2473.735036,54.5406812,0.034059775,3.19915557,0.019790945,0.00043655,83.6,1.6722,0.020227495,0.285675,0.323196,0.391128
4536,OK,,200.0,117.10851,6.79229358,140.555556,123.6,2493.446088,54.9752683,0.024239826,3.64187362,0.022442467,0.000309049,83.6,1.6722,0.022751516,0.285675,0.323196,0.391128
4537,OK,,200.0,117.10851,6.79229358,141.666667,123.6,2513.157123,55.4098554,0.018039305,4.07224003,0.024997699,0.000228775,83.6,1.6722,0.025226474,0.285675,0.323196,0.391128
4538,OK,,200.0,117.10851,6.79229358,142.777778,123.6,2532.868157,55.8444425,0.013786072,4.49903033,0.027510823,0.000173905,83.6,1.6722,0.027684729,0.285675,0.323196,0.391128
4539,OK,,200.0,117.10851,6.79229358,143.888889,123.6,2552.579191,56.2790296,0.010683698,4.93204869,0.030037467,0.000134013,83.6,1.6722,0.03017148,0.285675,0.323196,0.391128
4540,OK,,200.0,117.10851,6.79229358,145.0,123.6,2572.290225,56.7136167,0.008187249,5.38327006,0.032659296,0.000102177,83.6,1.6722,0.032761473,0.285675,0.323196,0.391128
4541,OK,,200.0,122.2176526,7.08862385,135.0,123.6,2394.890899,52.8023328,0.174802827,1.62283714,0.010170656,0.002281794,83.6,1.6722,0.01245245,0.285675,0.323196,0.391128
4542,OK,,200.0,122.2176526,7.08862385,136.111111,123.6,2414.601934,53.2369199,0.115559191,1.94442418,0.012144651,0.001501997,83.6,1.6722,0.013646648,0.285675,0.323196,0.391128
4543,OK,,200.0,122.2176526,7.08862385,137.222222,123.6,2434.312968,53.671507,0.075682257,2.31585716,0.014412806,0.00097909,83.6,1.6722,0.015391896,0.285675,0.323196,0.391128
4544,OK,,200.0,122.2176526,7.08862385,138.333333,123.6,2454.024002,54.1060941,0.053358118,2.69225479,0.016694482,0.000686848,83.6,1.6722,0.017381329,0.285675,0.323196,0.391128
4545,OK,,200.0,122.2176526,7.08862385,139.444444,123.6,2473.735036,54.5406812,0.037308553,3.10154911,0.019160456,0.000477792,83.6,1.6722,0.019638248,0.285675,0.323196,0.391128
4546,OK,,200.0,122.2176526,7.08862385,140.555556,123.6,2493.446088,54.9752683,0.026933651,3.52155782,0.021672536,0.000343125,83.6,1.6722,0.022015661,0.285675,0.323196,0.391128
4547,OK,,200.0,122.2176526,7.08862385,141.666667,123.6,2513.157123,55.4098554,0.020024731,3.94584507,0.024190724,0.000253762,83.6,1.6722,0.024444486,0.285675,0.323196,0.391128
4548,OK,,200.0,122.2176526,7.08862385,142.777778,123.6,2532.868157,55.8444425,0.01504492,4.38625328,0.026786075,0.000189642,83.6,1.6722,0.026975716,0.285675,0.323196,0.391128
4549,OK,,200.0,122.2176526,7.08862385,143.888889,123.6,2552.579191,56.2790296,0.011670767,4.81220233,0.029273649,0.000146329,83.6,1.6722,0.029419977,0.285675,0.323196,0.391128
4550,OK,,200.0,122.2176526,7.08862385,145.0,123.6,2572.290225,56.7136167,0.009122584,5.25220088,0.031824901,0.000113769,83.6,1.6722,0.03193867,0.285675,0.323196,0.391128
4551,OK,,200.0,127.3267953,7.38495413,135.0,123.6,2394.890899,52.8023328,0.18439629,1.58924217,0.009937119,0.002400549,83.6,1.6722,0.012337668,0.285675,0.323196,0.391128
4552,OK,,200.0,127.3267953,7.38495413,136.111111,123.6,2414.601934,53.2369199,0.132557711,1.84653886,0.011516656,0.001721048,83.6,1.6722,0.013237704,0.285675,0.323196,0.391128
4553,OK,,200.0,127.3267953,7.38495413,137.222222,123.6,2434.312968,53.671507,0.087533802,2.19666724,0.013652366,0.00113131,83.6,1.6722,0.014783676,0.285675,0.323196,0.391128
4554,OK,,200.0,127.3267953,7.38495413,138.333333,123.6,2454.024002,54.1060941,0.059855761,2.58258213,0.015992432,0.000769808,83.6,1.6722,0.01676224,0.285675,0.323196,0.391128
4555,OK,,200.0,127.3267953,7.38495413,139.444444,123.6,2473.735036,54.5406812,0.04217801,2.97708726,0.018367332,0.000539705,83.6,1.6722,0.018907037,0.285675,0.323196,0.391128
4556,OK,,200.0,127.3267953,7.38495413,140.555556,123.6,2493.446088,54.9752683,0.029922161,3.40451656,0.020924486,0.000380893,83.6,1.6722,0.021305379,0.285675,0.323196,0.391128
4557,OK,,200.0,127.3267953,7.38495413,141.666667,123.6,2513.157123,55.4098554,0.022193459,3.82206368,0.023401578,0.000281029,83.6,1.6722,0.023682606,0.285675,0.323196,0.391128
4558,OK,,200.0,127.3267953,7.38495413,142.777778,123.6,2532.868157,55.8444425,0.016718165,4.24893348,0.025914623,0.000210564,83.6,1.6722,0.026125187,0.285675,0.323196,0.391128
4559,OK,,200.0,127.3267953,7.38495413,143.888889,123.6,2552.579191,56.2790296,0.012894189,4.67760759,0.028419705,0.000161551,83.6,1.6722,0.028581256,0.285675,0.323196,0.391128
4560,OK,,200.0,127.3267953,7.38495413,145.0,123.6,2572.290225,56.7136167,0.009996084,5.12304172,0.031003817,0.000124573,83.6,1.6722,0.031128391,0.285675,0.323196,0.391128
4561,OK,,200.0,132.4359379,7.6812844,135.0,123.6,2394.890899,52.8023328,0.224263007,1.46982676,0.009183756,0.002920028,83.6,1.6722,0.012103783,0.285675,0.323196,0.391128
4562,OK,,200.0,132.4359379,7.6812844,136.111111,123.6,2414.601934,53.2369199,0.150534922,1.75952209,0.010957815,0.001952257,83.6,1.6722,0.012910072,0.285675,0.323196,0.391128
4563,OK,,200.0,132.4359379,7.6812844,137.222222,123.6,2434.312968,53.671507,0.098852648,2.10124865,0.013040697,0.001276334,83.6,1.6722,0.014317031,0.285675,0.323196,0.391128
4564,OK,,200.0,132.4359379,7.6812844,138.333333,123.6,2454.024002,54.1060941,0.067392877,2.46886621,0.015267434,0.000865968,83.6,1.6722,0.016133402,0.285675,0.323196,0.391128
4565,OK,,200.0,132.4359379,7.6812844,139.444444,123.6,2473.735036,54.5406812,0.04779714,2.86984873,0.017681538,0.00061108,83.6,1.6722,0.018292618,0.285675,0.323196,0.391128
4566,OK,,200.0,132.4359379,7.6812844,140.555556,123.6,2493.446088,54.9752683,0.034007523,3.27014509,0.020072963,0.000432554,83.6,1.6722,0.020505517,0.285675,0.323196,0.391128
4567,OK,,200.0,132.4359379,7.6812844,141.666667,123.6,2513.157123,55.4098554,0.024675104,3.6990823,0.022619262,0.000312212,83.6,1.6722,0.022931474,0.285675,0.323196,0.391128
4568,OK,,200.0,132.4359379,7.6812844,142.777778,123.6,2532.868157,55.8444425,0.018511753,4.12132305,0.025105055,0.000232996,83.6,1.6722,0.025338051,0.285675,0.323196,0.391128
4569,OK,,200.0,132.4359379,7.6812844,143.888889,123.6,2552.579191,56.2790296,0.014015074,4.5681372,0.027718262,0.000175463,83.6,1.6722,0.027893725,0.285675,0.323196,0.391128
4570,OK,,200.0,132.4359379,7.6812844,145.0,123.6,2572.290225,56.7136167,0.010933037,4.99784239,0.03020827,0.000136152,83.6,1.6722,0.030344422,0.285675,0.323196,0.391128
4571,OK,,200.0,137.5450807,7.97761468,135.0,123.6,2394.890899,52.8023328,0.25528823,1.39405937,0.008697005,0.003319394,83.6,1.6722,0.012016399,0.285675,0.323196,0.391128
4572,OK,,200.0,137.5450807,7.97761468,136.111111,123.6,2414.601934,53.2369199,0.172637182,1.66959385,0.010382499,0.002236225,83.6,1.6722,0.012618724,0.285675,0.323196,0.391128
4573,OK,,200.0,137.5450807,7.97761468,137.222222,123.6,2434.312968,53.671507,0.114118724,1.99899508,0.012388542,0.001471893,83.6,1.6722,0.013860435,0.285675,0.323196,0.391128
4574,OK,,200.0,137.5450807,7.97761468,138.333333,123.6,2454.024002,54.1060941,0.076244923,2.36200738,0.014586418,0.000978805,83.6,1.6722,0.015565223,0.285675,0.323196,0.391128
4575,OK,,200.0,137.5450807,7.97761468,139.444444,123.6,2473.735036,54.5406812,0.053794266,2.74420263,0.016885146,0.000687171,83.6,1.6722,0.017572317,0.285675,0.323196,0.391128
4576,OK,,200.0,137.5450807,7.97761468,140.555556,123.6,2493.446088,54.9752683,0.037614425,3.16050558,0.019373846,0.000478041,83.6,1.6722,0.019851887,0.285675,0.323196,0.391128
4577,OK,,200.0,137.5450807,7.97761468,141.666667,123.6,2513.157123,55.4098554,0.027263679,3.58004284,0.021862729,0.000344696,83.6,1.6722,0.022207425,0.285675,0.323196,0.391128
4578,OK,,200.0,137.5450807,7.97761468,142.777778,123.6,2532.868157,55.8444425,0.020320524,4.00963222,0.024392545,0.000255565,83.6,1.6722,0.02464811,0.285675,0.323196,0.391128
4579,OK,,200.0,137.5450807,7.97761468,143.888889,123.6,2552.579191,56.2790296,0.015466197,4.43895755,0.026900663,0.000193488,83.6,1.6722,0.027094152,0.285675,0.323196,0.391128
4580,OK,,200.0,137.5450807,7.97761468,145.0,123.6,2572.290225,56.7136167,0.012253734,4.84025546,0.029221865,0.000152494,83.6,1.6722,0.02937436,0.285675,0.323196,0.391128
4581,OK,,200.0,142.6542233,8.27394495,135.0,123.6,2394.890899,52.8023328,0.285182411,1.33122373,0.008292053,0.003703036,83.6,1.6722,0.011995089,0.285675,0.323196,0.391128
4582,OK,,200.0,142.6542233,8.27394495,136.111111,123.6,2414.601934,53.2369199,0.194201248,1.5947222,0.009901931,0.002512511,83.6,1.6722,0.012414443,0.285675,0.323196,0.391128
4583,OK,,200.0,142.6542233,8.27394495,137.222222,123.6,2434.312968,53.671507,0.13056914,1.9006041,0.011761932,0.001682244,83.6,1.6722,0.013444176,0.285675,0.323196,0.391128
4584,OK,,200.0,142.6542233,8.27394495,138.333333,123.6,2454.024002,54.1060941,0.087467393,2.24748974,0.013860225,0.001121791,83.6,1.6722,0.014982016,0.285675,0.323196,0.391128
4585,OK,,200.0,142.6542233,8.27394495,139.444444,123.6,2473.735036,54.5406812,0.059972255,2.63910076,0.016216099,0.000765413,83.6,1.6722,0.016981511,0.285675,0.323196,0.391128
4586,OK,,200.0,142.6542233,8.27394495,140.555556,123.6,2493.446088,54.9752683,0.042356772,3.03801927,0.018598501,0.000537865,83.6,1.6722,0.019136366,0.285675,0.323196,0.391128
4587,OK,,200.0,142.6542233,8.27394495,141.666667,123.6,2513.157123,55.4098554,0.030393202,3.45941904,0.021096952,0.000383899,83.6,1.6722,0.021480851,0.285675,0.323196,0.391128
4588,OK,,200.0,142.6542233,8.27394495,142.777778,123.6,2532.868157,55.8444425,0.022691961,3.87330434,0.023533731,0.000285174,83.6,1.6722,0.023818905,0.285675,0.323196,0.391128
4589,OK,,200.0,142.6542233,8.27394495,143.888889,123.6,2552.579191,56.2790296,0.017024691,4.31231499,0.026100133,0.000212827,83.6,1.6722,0.02631296,0.285675,0.323196,0.391128
4590,OK,,200.0,142.6542233,8.27394495,145.0,123.6,2572.290225,56.7136167,0.013125092,4.74728157,0.028621865,0.000163212,83.6,1.6722,0.028785077,0.285675,0.323196,0.391128
4591,OK,,200.0,147.763366,8.57027523,135.0,123.6,2394.890899,52.8023328,0.317049344,1.27255618,0.007914133,0.004111037,83.6,1.6722,0.01202517,0.285675,0.323196,0.391128
4592,OK,,200.0,147.763366,8.57027523,136.111111,123.6,2414.601934,53.2369199,0.221036177,1.5142746,0.009388338,0.002856032,83.6,1.6722,0.012244371,0.285675,0.323196,0.391128
4593,OK,,200.0,147.763366,8.57027523,137.222222,123.6,2434.312968,53.671507,0.149405799,1.80613092,0.011161204,0.001922786,83.6,1.6722,0.01308399,0.285675,0.323196,0.391128
4594,OK,,200.0,147.763366,8.57027523,138.333333,123.6,2454.024002,54.1060941,0.098890912,2.14921461,0.013235509,0.001267064,83.6,1.6722,0.014502573,0.285675,0.323196,0.391128
4595,OK,,200.0,147.763366,8.57027523,139.444444,123.6,2473.735036,54.5406812,0.067705588,2.52021787,0.015464922,0.000863352,83.6,1.6722,0.016328274,0.285675,0.323196,0.391128
4596,OK,,200.0,147.763366,8.57027523,140.555556,123.6,2493.446088,54.9752683,0.048206733,2.92451144,0.017879681,0.000611633,83.6,1.6722,0.018491314,0.285675,0.323196,0.391128
4597,OK,,200.0,147.763366,8.57027523,141.666667,123.6,2513.157123,55.4098554,0.03396582,3.34151878,0.020352713,0.000428749,83.6,1.6722,0.020781462,0.285675,0.323196,0.391128
4598,OK,,200.0,147.763366,8.57027523,142.777778,123.6,2532.868157,55.8444425,0.025079003,3.75750029,0.022800349,0.00031493,83.6,1.6722,0.02311528,0.285675,0.323196,0.391128
4599,OK,,200.0,147.763366,8.57027523,143.888889,123.6,2552.579191,56.2790296,0.018889851,4.18041499,0.025270282,0.00023597,83.6,1.6722,0.025506252,0.285675,0.323196,0.391128
4600,OK,,200.0,147.763366,8.57027523,145.0,123.6,2572.290225,56.7136167,0.014502303,4.61405829,0.027784428,0.000180209,83.6,1.6722,0.027964637,0.285675,0.323196,0.391128
4601,OK,,200.0,152.8725086,8.8666055,135.0,123.6,2394.890899,52.8023328,0.353058779,1.21430739,0.007539922,0.004571159,83.6,1.6722,0.012111082,0.285675,0.323196,0.391128
4602,OK,,200.0,152.8725086,8.8666055,136.111111,123.6,2414.601934,53.2369199,0.247521589,1.44659129,0.008954952,0.003194099,83.6,1.6722,0.012149051,0.285675,0.323196,0.391128
4603,OK,,200.0,152.8725086,8.8666055,137.222222,123.6,2434.312968,53.671507,0.172372468,1.71002401,0.010551101,0.0022152,83.6,1.6722,0.012766302,0.285675,0.323196,0.391128
4604,OK,,200.0,152.8725086,8.8666055,138.333333,123.6,2454.024002,54.1060941,0.113565233,2.04189952,0.012556612,0.001453422,83.6,1.6722,0.014010034,0.285675,0.323196,0.391128
4605,OK,,200.0,152.8725086,8.8666055,139.444444,123.6,2473.735036,54.5406812,0.075018819,2.42976444,0.014888749,0.00095573,83.6,1.6722,0.015844478,0.285675,0.323196,0.391128
4606,OK,,200.0,152.8725086,8.8666055,140.555556,123.6,2493.446088,54.9752683,0.053961554,2.81032106,0.017158531,0.000684064,83.6,1.6722,0.017842595,0.285675,0.323196,0.391128
4607,OK,,200.0,152.8725086,8.8666055,141.666667,123.6,2513.157123,55.4098554,0.03807298,3.21582611,0.019561774,0.000480207,83.6,1.6722,0.020041981,0.285675,0.323196,0.391128
4608,OK,,200.0,152.8725086,8.8666055,142.777778,123.6,2532.868157,55.8444425,0.026785854,3.68180077,0.022309289,0.000336089,83.6,1.6722,0.022645378,0.285675,0.323196,0.391128
4609,OK,,200.0,152.8725086,8.8666055,143.888889,123.6,2552.579191,56.2790296,0.020925955,4.05572359,0.024485346,0.000261208,83.6,1.6722,0.024746553,0.285675,0.323196,0.391128
4610,OK,,200.0,152.8725086,8.8666055,145.0,123.6,2572.290225,56.7136167,0.015846935,4.49661575,0.027042563,0.000196771,83.6,1.6722,0.027239333,0.285675,0.323196,0.391128
4611,OK,,200.0,157.9816514,9.16293578,135.0,123.6,2394.890899,52.8023328,0.388481328,1.16374841,0.007214443,0.005022377,83.6,1.6722,0.01223682,0.285675,0.323196,0.391128
4612,OK,,200.0,157.9816514,9.16293578,136.111111,123.6,2414.601934,53.2369199,0.277903457,1.37907855,0.008523906,0.003581287,83.6,1.6722,0.012105193,0.285675,0.323196,0.391128
4613,OK,,200.0,157.9816514,9.16293578,137.222222,123.6,2434.312968,53.671507,0.191063453,1.64339377,0.010125554,0.002453141,83.6,1.6722,0.012578695,0.285675,0.323196,0.391128
4614,OK,,200.0,157.9816514,9.16293578,138.333333,123.6,2454.024002,54.1060941,0.130837025,1.93740233,0.011897812,0.001672858,83.6,1.6722,0.01357067,0.285675,0.323196,0.391128
4615,OK,,200.0,157.9816514,9.16293578,139.444444,123.6,2473.735036,54.5406812,0.085977745,2.31320132,0.014155378,0.001094315,83.6,1.6722,0.015249694,0.285675,0.323196,0.391128
4616,OK,,200.0,157.9816514,9.16293578,140.555556,123.6,2493.446088,54.9752683,0.06028086,2.69344347,0.01642305,0.000763521,83.6,1.6722,0.017186571,0.285675,0.323196,0.391128
4617,OK,,200.0,157.9816514,9.16293578,141.666667,123.6,2513.157123,55.4098554,0.042535682,3.09997777,0.018832187,0.000536057,83.6,1.6722,0.019368245,0.285675,0.323196,0.391128
4618,OK,,200.0,157.9816514,9.16293578,142.777778,123.6,2532.868157,55.8444425,0.030950438,3.51226242,0.021257342,0.000388058,83.6,1.6722,0.0216454,0.285675,0.323196,0.391128
4619,OK,,200.0,157.9816514,9.16293578,143.888889,123.6,2552.579191,56.2790296,0.023093112,3.93257977,0.023711646,0.000288043,83.6,1.6722,0.023999689,0.285675,0.323196,0.391128
4620,OK,,200.0,157.9816514,9.16293578,145.0,123.6,2572.290225,56.7136167,0.017577272,4.35991746,0.026188375,0.000218099,83.6,1.6722,0.026406475,0.285675,0.323196,0.391128
4621,OK,,200.0,163.0907941,9.45926606,135.0,123.6,2394.890899,52.8023328,0.427403627,1.11427004,0.006896602,0.005517061,83.6,1.6722,0.012413663,0.285675,0.323196,0.391128
4622,OK,,200.0,163.0907941,9.45926606,136.111111,123.6,2414.601934,53.2369199,0.304775332,1.326724,0.008187421,0.0039224,83.6,1.6722,0.012109821,0.285675,0.323196,0.391128
4623,OK,,200.0,163.0907941,9.45926606,137.222222,123.6,2434.312968,53.671507,0.21587206,1.56618215,0.009635399,0.002768212,83.6,1.6722,0.012403611,0.285675,0.323196,0.391128
4624,OK,,200.0,163.0907941,9.45926606,138.333333,123.6,2454.024002,54.1060941,0.144301133,1.86792672,0.011454073,0.001843066,83.6,1.6722,0.013297139,0.285675,0.323196,0.391128
4625,OK,,200.0,163.0907941,9.45926606,139.444444,123.6,2473.735036,54.5406812,0.097314094,2.21151351,0.013514286,0.001237401,83.6,1.6722,0.014751687,0.285675,0.323196,0.391128
4626,OK,,200.0,163.0907941,9.45926606,140.555556,123.6,2493.446088,54.9752683,0.066252515,2.59650667,0.01580691,0.000838028,83.6,1.6722,0.016644938,0.285675,0.323196,0.391128
