Row/Case,Status,Description,HEATER2_output_T_SP,air2_SP_m3,air2_SP,acidgas_Fm,AIRFLOW _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,ACIDGAS _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,H2S _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,SO2OUT _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,H2SOUT _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,B35_H2S,B35_SO2,acidgas_T,acidgas_P,Total_S
4053,OK,,224.615385,263.1127581,15.2776154,160,123.6,160,62.5805426,0.013911087,7.70171884,0.042872167,0.00015875,83.6,1.6722,0.043030917
4054,OK,,224.615385,267.2173946,15.5158692,121,123.6,121,47.3265353,4.03590927,0.30178072,0.001850084,0.050984747,83.6,1.6722,0.052834831
4055,OK,,224.615385,267.2173946,15.5158692,140.5,123.6,140.5,54.953539,0.761956284,1.35993802,0.00802762,0.009373943,83.6,1.6722,0.017401563
4056,OK,,224.615385,267.2173946,15.5158692,160,123.6,160,62.5805426,0.014742837,7.59147237,0.042222696,0.000168168,83.6,1.6722,0.042390864
4057,OK,,224.615385,271.3220328,15.7541231,121,123.6,121,47.3265353,4.08433064,0.297786368,0.001822898,0.051514752,83.6,1.6722,0.05333765
4058,OK,,224.615385,271.3220328,15.7541231,140.5,123.6,140.5,54.953539,0.801804078,1.3262974,0.007819127,0.009851077,83.6,1.6722,0.017670204
4059,OK,,224.615385,271.3220328,15.7541231,160,123.6,160,62.5805426,0.015501342,7.49874449,0.041668776,0.000176732,83.6,1.6722,0.041845507
4060,OK,,224.615385,275.4266692,15.9923769,121,123.6,121,47.3265353,4.13177278,0.295155329,0.001804122,0.052031372,83.6,1.6722,0.053835494
4061,OK,,224.615385,275.4266692,15.9923769,140.5,123.6,140.5,54.953539,0.836525993,1.29878724,0.00764719,0.010264825,83.6,1.6722,0.017912015
4062,OK,,224.615385,275.4266692,15.9923769,160,123.6,160,62.5805426,0.015964289,7.44087498,0.041290912,0.000181763,83.6,1.6722,0.041472675
4063,OK,,224.615385,279.5313074,16.2306308,121,123.6,121,47.3265353,4.18289838,0.292358367,0.001784358,0.052588478,83.6,1.6722,0.054372835
4064,OK,,224.615385,279.5313074,16.2306308,140.5,123.6,140.5,54.953539,0.873674615,1.2709013,0.007473405,0.010706676,83.6,1.6722,0.018180081
4065,OK,,224.615385,279.5313074,16.2306308,160,123.6,160,62.5805426,0.017267088,7.29574345,0.040467314,0.000196655,83.6,1.6722,0.04066397
4066,OK,,224.615385,283.6359439,16.4688846,121,123.6,121,47.3265353,4.23067869,0.289802911,0.001766157,0.053106125,83.6,1.6722,0.054872282
4067,OK,,224.615385,283.6359439,16.4688846,140.5,123.6,140.5,54.953539,0.912426249,1.24331874,0.007301886,0.011166967,83.6,1.6722,0.018468853
4068,OK,,224.615385,283.6359439,16.4688846,160,123.6,160,62.5805426,0.018306947,7.18729211,0.039830394,0.000208389,83.6,1.6722,0.040038783
4069,OK,,224.615385,287.7405821,16.7071385,121,123.6,121,47.3265353,4.27867303,0.287291919,0.001748262,0.053623491,83.6,1.6722,0.055371754
4070,OK,,224.615385,287.7405821,16.7071385,140.5,123.6,140.5,54.953539,0.94395234,1.22213618,0.007168252,0.011538799,83.6,1.6722,0.018707051
4071,OK,,224.615385,287.7405821,16.7071385,160,123.6,160,62.5805426,0.018776372,7.14236368,0.039539291,0.000213608,83.6,1.6722,0.039752899
4072,OK,,224.615385,291.8452185,16.9453923,121,123.6,121,47.3265353,4.33211649,0.284508892,0.001728751,0.054203207,83.6,1.6722,0.055931958
4073,OK,,224.615385,291.8452185,16.9453923,140.5,123.6,140.5,54.953539,0.985865048,1.19507561,0.007000546,0.012034734,83.6,1.6722,0.01903528
4074,OK,,224.615385,291.8452185,16.9453923,160,123.6,160,62.5805426,0.020555391,6.9782984,0.038603057,0.000233743,83.6,1.6722,0.0388368
4075,OK,,224.615385,295.9498567,17.1836462,121,123.6,121,47.3265353,4.38748959,0.28166976,0.001708949,0.054803441,83.6,1.6722,0.056512391
4076,OK,,224.615385,295.9498567,17.1836462,140.5,123.6,140.5,54.953539,1.02539559,1.17091162,0.006850204,0.012500803,83.6,1.6722,0.019351008
4077,OK,,224.615385,295.9498567,17.1836462,160,123.6,160,62.5805426,0.021627267,6.88550322,0.038054437,0.000245802,83.6,1.6722,0.038300239
4078,OK,,224.615385,300.0544932,17.4219,121,123.6,121,47.3265353,4.43377609,0.279392976,0.001692651,0.055296616,83.6,1.6722,0.056989267
4079,OK,,224.615385,300.0544932,17.4219,140.5,123.6,140.5,54.953539,1.06582204,1.14741144,0.006704074,0.012976223,83.6,1.6722,0.019680297
4080,OK,,224.615385,300.0544932,17.4219,160,123.6,160,62.5805426,0.022854728,6.78310438,0.037454647,0.000259616,83.6,1.6722,0.037714263
4081,OK,,227.179487,139.97364,8.13,121,123.6,121,47.3265353,2.53340871,0.442638113,0.002842798,0.033654499,83.6,1.6722,0.036497296
4082,OK,,227.179487,139.97364,8.13,140.5,123.6,140.5,54.953539,0.097814107,3.21708773,0.019694031,0.001240302,83.6,1.6722,0.020934333
4083,OK,,227.179487,139.97364,8.13,160,123.6,160,62.5805426,0.003334132,10.8059245,0.061776526,3.86E-05,83.6,1.6722,0.061815155
4084,OK,,227.179487,144.0782773,8.36825385,121,123.6,121,47.3265353,2.58119797,0.436890336,0.002801638,0.034233091,83.6,1.6722,0.037034729
4085,OK,,227.179487,144.0782773,8.36825385,140.5,123.6,140.5,54.953539,0.104239157,3.14558017,0.019242684,0.001322066,83.6,1.6722,0.020564751
4086,OK,,227.179487,144.0782773,8.36825385,160,123.6,160,62.5805426,0.00345546,10.7300028,0.061272114,4.00E-05,83.6,1.6722,0.061312113
4087,OK,,227.179487,148.1829145,8.60650769,121,123.6,121,47.3265353,2.62756287,0.43147212,0.00276272,0.03479187,83.6,1.6722,0.03755459
4088,OK,,227.179487,148.1829145,8.60650769,140.5,123.6,140.5,54.953539,0.11742108,3.01946142,0.018452813,0.001488071,83.6,1.6722,0.019940884
4089,OK,,227.179487,148.1829145,8.60650769,160,123.6,160,62.5805426,0.003659028,10.6057916,0.060524154,4.23E-05,83.6,1.6722,0.060566503
4090,OK,,227.179487,152.2875518,8.84476154,121,123.6,121,47.3265353,2.68052882,0.425402822,0.002719705,0.035431715,83.6,1.6722,0.038151421
4091,OK,,227.179487,152.2875518,8.84476154,140.5,123.6,140.5,54.953539,0.126413918,2.94156276,0.017956693,0.001600807,83.6,1.6722,0.0195575
4092,OK,,227.179487,152.2875518,8.84476154,160,123.6,160,62.5805426,0.003854622,10.493671,0.05983465,4.46E-05,83.6,1.6722,0.059879244
4093,OK,,227.179487,156.392189,9.08301538,121,123.6,121,47.3265353,2.72582153,0.420664476,0.002685365,0.035973173,83.6,1.6722,0.038658538
4094,OK,,227.179487,156.392189,9.08301538,140.5,123.6,140.5,54.953539,0.136765886,2.85844237,0.017429773,0.001730486,83.6,1.6722,0.019160259
4095,OK,,227.179487,156.392189,9.08301538,160,123.6,160,62.5805426,0.004019028,10.4049931,0.059268739,4.65E-05,83.6,1.6722,0.059315201
4096,OK,,227.179487,160.4968263,9.32126923,121,123.6,121,47.3265353,2.77175011,0.415722793,0.002649827,0.036520896,83.6,1.6722,0.039170723
4097,OK,,227.179487,160.4968263,9.32126923,140.5,123.6,140.5,54.953539,0.148019045,2.77784137,0.016919636,0.001871398,83.6,1.6722,0.018791034
4098,OK,,227.179487,160.4968263,9.32126923,160,123.6,160,62.5805426,0.004190056,10.3163495,0.058702007,4.84E-05,83.6,1.6722,0.058750407
4099,OK,,227.179487,164.6014636,9.55952308,121,123.6,121,47.3265353,2.81990887,0.410650243,0.00261355,0.037094872,83.6,1.6722,0.039708421
4100,OK,,227.179487,164.6014636,9.55952308,140.5,123.6,140.5,54.953539,0.162604862,2.68346378,0.016327172,0.002054082,83.6,1.6722,0.018381253
4101,OK,,227.179487,164.6014636,9.55952308,160,123.6,160,62.5805426,0.004439684,10.1930644,0.05796614,5.13E-05,83.6,1.6722,0.058017426
4102,OK,,227.179487,168.7061008,9.79777692,121,123.6,121,47.3265353,2.86893845,0.405617553,0.002577614,0.037677351,83.6,1.6722,0.040254965
4103,OK,,227.179487,168.7061008,9.79777692,140.5,123.6,140.5,54.953539,0.173233508,2.62140369,0.015930968,0.002186526,83.6,1.6722,0.018117494
4104,OK,,227.179487,168.7061008,9.79777692,160,123.6,160,62.5805426,0.004689895,10.0770744,0.057258362,5.42E-05,83.6,1.6722,0.057312512
4105,OK,,227.179487,172.8107386,10.0360308,121,123.6,121,47.3265353,2.91762406,0.400741473,0.002542793,0.038254123,83.6,1.6722,0.040796915
4106,OK,,227.179487,172.8107386,10.0360308,140.5,123.6,140.5,54.953539,0.18738681,2.54526054,0.015450796,0.002363142,83.6,1.6722,0.017813937
4107,OK,,227.179487,172.8107386,10.0360308,160,123.6,160,62.5805426,0.004908665,9.98053244,0.056651899,5.66E-05,83.6,1.6722,0.056708531
4108,OK,,227.179487,176.9153751,10.2742846,121,123.6,121,47.3265353,2.96339282,0.396302607,0.002510836,0.038791886,83.6,1.6722,0.041302722
4109,OK,,227.179487,176.9153751,10.2742846,140.5,123.6,140.5,54.953539,0.190632692,2.52991723,0.015337942,0.002402229,83.6,1.6722,0.017740171
4110,OK,,227.179487,176.9153751,10.2742846,160,123.6,160,62.5805426,0.005093594,9.90446243,0.05617215,5.87E-05,83.6,1.6722,0.056230899
4111,OK,,227.179487,181.0200133,10.5125385,121,123.6,121,47.3265353,3.01376395,0.391477422,0.002476535,0.039386201,83.6,1.6722,0.041862736
4112,OK,,227.179487,181.0200133,10.5125385,140.5,123.6,140.5,54.953539,0.217377715,2.40630502,0.014573747,0.002736505,83.6,1.6722,0.017310252
4113,OK,,227.179487,181.0200133,10.5125385,160,123.6,160,62.5805426,0.005451213,9.75973152,0.055309019,6.28E-05,83.6,1.6722,0.055371864
4114,OK,,227.179487,185.1246497,10.7507923,121,123.6,121,47.3265353,3.06201904,0.386988107,0.002444451,0.039951686,83.6,1.6722,0.042396137
4115,OK,,227.179487,185.1246497,10.7507923,140.5,123.6,140.5,54.953539,0.234212689,2.33752874,0.014140886,0.002945731,83.6,1.6722,0.017086616
4116,OK,,227.179487,185.1246497,10.7507923,160,123.6,160,62.5805426,0.00568243,9.6741143,0.054773607,6.55E-05,83.6,1.6722,0.054839086
4117,OK,,227.179487,189.2292879,10.9890462,121,123.6,121,47.3265353,3.11227625,0.382413984,0.002411909,0.040539774,83.6,1.6722,0.042951683
4118,OK,,227.179487,189.2292879,10.9890462,140.5,123.6,140.5,54.953539,0.251773057,2.27136075,0.013724636,0.003163624,83.6,1.6722,0.01688826
4119,OK,,227.179487,189.2292879,10.9890462,160,123.6,160,62.5805426,0.006010515,9.55779174,0.054069336,6.92E-05,83.6,1.6722,0.054138563
4120,OK,,227.179487,193.3339244,11.2273,121,123.6,121,47.3265353,3.15835272,0.378344468,0.002382671,0.041074852,83.6,1.6722,0.043457523
4121,OK,,227.179487,193.3339244,11.2273,140.5,123.6,140.5,54.953539,0.270776182,2.20736649,0.013322384,0.003399147,83.6,1.6722,0.016721531
4122,OK,,227.179487,193.3339244,11.2273,160,123.6,160,62.5805426,0.006306388,9.45860583,0.053460109,7.26E-05,83.6,1.6722,0.053532706
4123,OK,,227.179487,197.4385609,11.4655538,121,123.6,121,47.3265353,3.2095074,0.373895112,0.002351095,0.041670218,83.6,1.6722,0.044021313
4124,OK,,227.179487,197.4385609,11.4655538,140.5,123.6,140.5,54.953539,0.289924702,2.14682188,0.01294172,0.003636008,83.6,1.6722,0.016577727
4125,OK,,227.179487,197.4385609,11.4655538,160,123.6,160,62.5805426,0.006732017,9.37410918,0.052932467,7.75E-05,83.6,1.6722,0.053009923
4126,OK,,227.179487,201.5431991,11.7038077,121,123.6,121,47.3265353,3.25560621,0.370009417,0.002323186,0.042202052,83.6,1.6722,0.044525238
4127,OK,,227.179487,201.5431991,11.7038077,140.5,123.6,140.5,54.953539,0.312928187,2.08105164,0.012530592,0.00392049,83.6,1.6722,0.016451082
4128,OK,,227.179487,201.5431991,11.7038077,160,123.6,160,62.5805426,0.006955443,9.25749388,0.052229872,8.00E-05,83.6,1.6722,0.052309861
4129,OK,,227.179487,205.6478355,11.9420615,121,123.6,121,47.3265353,3.30389444,0.366016558,0.002294666,0.042758594,83.6,1.6722,0.045053261
4130,OK,,227.179487,205.6478355,11.9420615,140.5,123.6,140.5,54.953539,0.333070616,2.02849873,0.012199507,0.004168697,83.6,1.6722,0.016368204
4131,OK,,227.179487,205.6478355,11.9420615,160,123.6,160,62.5805426,0.007372204,9.138638,0.051515948,8.47E-05,83.6,1.6722,0.051600689
4132,OK,,227.179487,209.7524737,12.1803154,121,123.6,121,47.3265353,3.35269749,0.362017962,0.002266189,0.043319491,83.6,1.6722,0.04558568
4133,OK,,227.179487,209.7524737,12.1803154,140.5,123.6,140.5,54.953539,0.357074927,1.97064854,0.011837471,0.004464424,83.6,1.6722,0.016301895
4134,OK,,227.179487,209.7524737,12.1803154,160,123.6,160,62.5805426,0.007711835,9.04656736,0.050949801,8.86E-05,83.6,1.6722,0.051038399
4135,OK,,227.179487,213.8571102,12.4185692,121,123.6,121,47.3265353,3.40254157,0.359252614,0.002245487,0.04389086,83.6,1.6722,0.046136347
4136,OK,,227.179487,213.8571102,12.4185692,140.5,123.6,140.5,54.953539,0.380400989,1.91896636,0.011513138,0.004751075,83.6,1.6722,0.016264212
4137,OK,,227.179487,213.8571102,12.4185692,160,123.6,160,62.5805426,0.008093484,8.94955057,0.05035741,9.29E-05,83.6,1.6722,0.050450343
4138,OK,,227.179487,217.9617484,12.6568231,121,123.6,121,47.3265353,3.45292006,0.355344553,0.002217727,0.044467429,83.6,1.6722,0.046685156
4139,OK,,227.179487,217.9617484,12.6568231,140.5,123.6,140.5,54.953539,0.405722541,1.86707664,0.011188278,0.005061864,83.6,1.6722,0.016250142
4140,OK,,227.179487,217.9617484,12.6568231,160,123.6,160,62.5805426,0.008405134,8.83087404,0.049646147,9.65E-05,83.6,1.6722,0.049742605
4141,OK,,227.179487,222.0663848,12.8950769,121,123.6,121,47.3265353,3.50045652,0.351750943,0.002192032,0.045008246,83.6,1.6722,0.047200278
4142,OK,,227.179487,222.0663848,12.8950769,140.5,123.6,140.5,54.953539,0.433326087,1.81492695,0.010862689,0.005400294,83.6,1.6722,0.016262984
4143,OK,,227.179487,222.0663848,12.8950769,160,123.6,160,62.5805426,0.008891342,8.76062223,0.04919411,0.000101949,83.6,1.6722,0.049296059
4144,OK,,227.179487,226.171023,13.1333308,121,123.6,121,47.3265353,3.54903608,0.348155668,0.002166382,0.045559235,83.6,1.6722,0.047725618
4145,OK,,227.179487,226.171023,13.1333308,140.5,123.6,140.5,54.953539,0.458250999,1.77139377,0.010589134,0.005704755,83.6,1.6722,0.01629389
4146,OK,,227.179487,226.171023,13.1333308,160,123.6,160,62.5805426,0.009508946,8.63186831,0.048439552,0.000109022,83.6,1.6722,0.048548574
4147,OK,,227.179487,230.2756595,13.3715846,121,123.6,121,47.3265353,3.59816691,0.344584912,0.002140957,0.046115069,83.6,1.6722,0.048256026
4148,OK,,227.179487,230.2756595,13.3715846,140.5,123.6,140.5,54.953539,0.488720009,1.72250998,0.010284346,0.006076968,83.6,1.6722,0.016361314
4149,OK,,227.179487,230.2756595,13.3715846,160,123.6,160,62.5805426,0.010057202,8.51876498,0.04776384,0.000115251,83.6,1.6722,0.047879091
4150,OK,,227.179487,234.3802977,13.6098385,121,123.6,121,47.3265353,3.64616376,0.341318197,0.002117496,0.046655463,83.6,1.6722,0.048772959
4151,Errors,,227.179487,234.3802977,13.6098385,140.5,123.6,140.5,54.953539,0.360215136,1.99128592,0.011857714,0.004486794,83.6,1.6722,0.016344508
4152,OK,,227.179487,234.3802977,13.6098385,160,123.6,160,62.5805426,0.010597599,8.4158551,0.047145227,0.000121383,83.6,1.6722,0.04726661
4153,OK,,227.179487,238.4849341,13.8480923,121,123.6,121,47.3265353,3.69761353,0.337734203,0.002092118,0.047235251,83.6,1.6722,0.049327368
4154,OK,,227.179487,238.4849341,13.8480923,140.5,123.6,140.5,54.953539,0.54656902,1.63850848,0.009758643,0.006780705,83.6,1.6722,0.016539348
4155,OK,,227.179487,238.4849341,13.8480923,160,123.6,160,62.5805426,0.011134597,8.31816037,0.046555091,0.000127466,83.6,1.6722,0.046682558
4156,OK,,227.179487,242.5895723,14.0863462,121,123.6,121,47.3265353,3.74660675,0.334390155,0.002068315,0.047784105,83.6,1.6722,0.04985242
4157,OK,,227.179487,242.5895723,14.0863462,140.5,123.6,140.5,54.953539,0.577766251,1.5976713,0.009503643,0.007159258,83.6,1.6722,0.016662901
4158,OK,,227.179487,242.5895723,14.0863462,160,123.6,160,62.5805426,0.011795697,8.20452543,0.045879616,0.000134968,83.6,1.6722,0.046014584
4159,OK,,227.179487,246.6942088,14.3246,121,123.6,121,47.3265353,3.79447805,0.331203717,0.002045551,0.048317202,83.6,1.6722,0.050362753
4160,OK,,227.179487,246.6942088,14.3246,140.5,123.6,140.5,54.953539,0.610538831,1.55765989,0.009254068,0.007556109,83.6,1.6722,0.016810177
4161,OK,,227.179487,246.6942088,14.3246,160,123.6,160,62.5805426,0.012418965,8.10409064,0.045276691,0.000142022,83.6,1.6722,0.045418713
4162,OK,,227.179487,250.7988453,14.5628538,121,123.6,121,47.3265353,3.84412894,0.327946714,0.00202242,0.048870452,83.6,1.6722,0.050892872
4163,OK,,227.179487,250.7988453,14.5628538,140.5,123.6,140.5,54.953539,0.644542679,1.51886491,0.009012324,0.007967129,83.6,1.6722,0.016979454
4164,OK,,227.179487,250.7988453,14.5628538,160,123.6,160,62.5805426,0.013024441,8.00184815,0.044665747,0.000148874,83.6,1.6722,0.044814621
4165,OK,,227.179487,254.9034835,14.8011077,121,123.6,121,47.3265353,3.89324108,0.324795639,0.002000008,0.049415373,83.6,1.6722,0.051415381
4166,OK,,227.179487,254.9034835,14.8011077,140.5,123.6,140.5,54.953539,0.671133173,1.49050039,0.008832881,0.008286598,83.6,1.6722,0.017119479
4167,OK,,227.179487,254.9034835,14.8011077,160,123.6,160,62.5805426,0.013722003,7.9109584,0.044117277,0.000156765,83.6,1.6722,0.044274042
4168,OK,,227.179487,259.0081199,15.0393615,121,123.6,121,47.3265353,3.94532089,0.321505806,0.00197679,0.049993371,83.6,1.6722,0.051970161
4169,OK,,227.179487,259.0081199,15.0393615,140.5,123.6,140.5,54.953539,0.71087975,1.45861278,0.00863097,0.008764464,83.6,1.6722,0.017395435
4170,OK,,227.179487,259.0081199,15.0393615,160,123.6,160,62.5805426,0.013924198,7.88395654,0.043916096,0.000158967,83.6,1.6722,0.044075063
4171,OK,,227.179487,263.1127581,15.2776154,121,123.6,121,47.3265353,3.99434965,0.318490578,0.001955341,0.05053356,83.6,1.6722,0.052488901
4172,OK,,227.179487,263.1127581,15.2776154,140.5,123.6,140.5,54.953539,0.741241095,1.42978299,0.008449677,0.009128026,83.6,1.6722,0.017577703
4173,OK,,227.179487,263.1127581,15.2776154,160,123.6,160,62.5805426,0.01525673,7.70441067,0.042886816,0.000174102,83.6,1.6722,0.043060918
4174,OK,,227.179487,267.2173946,15.5158692,121,123.6,121,47.3265353,4.04280801,0.315574765,0.001934564,0.051065114,83.6,1.6722,0.052999678
4175,OK,,227.179487,267.2173946,15.5158692,140.5,123.6,140.5,54.953539,0.779601262,1.39523129,0.008235055,0.009587842,83.6,1.6722,0.017822896
4176,OK,,227.179487,267.2173946,15.5158692,160,123.6,160,62.5805426,0.016185121,7.59435752,0.042238389,0.000184615,83.6,1.6722,0.042423004
4177,OK,,227.179487,271.3220328,15.7541231,121,123.6,121,47.3265353,4.09177856,0.312678438,0.001913969,0.051601303,83.6,1.6722,0.053515271
4178,OK,,227.179487,271.3220328,15.7541231,140.5,123.6,140.5,54.953539,0.81942428,1.36154099,0.00802603,0.010064234,83.6,1.6722,0.018090264
4179,OK,,227.179487,271.3220328,15.7541231,160,123.6,160,62.5805426,0.017001719,7.50174585,0.041685091,0.000193832,83.6,1.6722,0.041878923
4180,OK,,227.179487,275.4266692,15.9923769,121,123.6,121,47.3265353,4.13916749,0.309940948,0.001894409,0.052117096,83.6,1.6722,0.054011506
4181,OK,,227.179487,275.4266692,15.9923769,140.5,123.6,140.5,54.953539,0.854113075,1.33396446,0.007853459,0.010477179,83.6,1.6722,0.018330639
4182,OK,,227.179487,275.4266692,15.9923769,160,123.6,160,62.5805426,0.017527093,7.44400122,0.041307886,0.000199552,83.6,1.6722,0.041507437
4183,OK,,227.179487,279.5313074,16.2306308,121,123.6,121,47.3265353,4.19023646,0.307030686,0.00187382,0.052673327,83.6,1.6722,0.054547148
4184,OK,,227.179487,279.5313074,16.2306308,140.5,123.6,140.5,54.953539,0.891214612,1.30598422,0.007678876,0.010918041,83.6,1.6722,0.018596917
4185,OK,,227.179487,279.5313074,16.2306308,160,123.6,160,62.5805426,0.018943207,7.29909636,0.040485519,0.000215738,83.6,1.6722,0.040701257
4186,OK,,227.179487,283.6359439,16.4688846,121,123.6,121,47.3265353,4.23796512,0.304371923,0.00185486,0.053190174,83.6,1.6722,0.055045034
4187,OK,,227.179487,283.6359439,16.4688846,140.5,123.6,140.5,54.953539,0.929905872,1.27828077,0.007506406,0.011377179,83.6,1.6722,0.018883586
4188,OK,,227.179487,283.6359439,16.4688846,160,123.6,160,62.5805426,0.020076982,7.19083289,0.039849608,0.00022853,83.6,1.6722,0.040078139
4189,OK,,227.179487,287.7405821,16.7071385,121,123.6,121,47.3265353,4.28590877,0.301759504,0.001836218,0.053706752,83.6,1.6722,0.05554297
4190,OK,,227.179487,287.7405821,16.7071385,140.5,123.6,140.5,54.953539,0.961378116,1.25699041,0.007371894,0.011747989,83.6,1.6722,0.019119884
4191,OK,,227.179487,287.7405821,16.7071385,160,123.6,160,62.5805426,0.02059052,7.14599271,0.039558966,0.000234239,83.6,1.6722,0.039793205
4192,OK,,227.179487,291.8452185,16.9453923,121,123.6,121,47.3265353,4.33929589,0.298863769,0.001815893,0.054285604,83.6,1.6722,0.056101496
4193,OK,,227.179487,291.8452185,16.9453923,140.5,123.6,140.5,54.953539,1.00320781,1.22976367,0.007202975,0.012242484,83.6,1.6722,0.01944546
4194,OK,,227.179487,291.8452185,16.9453923,160,123.6,160,62.5805426,0.022468838,6.98212606,0.038623804,0.000255493,83.6,1.6722,0.038879297
4195,OK,,227.179487,295.9498567,17.1836462,121,123.6,121,47.3265353,4.39402054,0.294728022,0.001788103,0.054878195,83.6,1.6722,0.056666298
4196,OK,,227.179487,295.9498567,17.1836462,140.5,123.6,140.5,54.953539,1.04265344,1.20542971,0.0070514,0.012707115,83.6,1.6722,0.019758515
4197,OK,,227.179487,295.9498567,17.1836462,160,123.6,160,62.5805426,0.023663809,6.88957711,0.038076505,0.000268939,83.6,1.6722,0.038345443
4198,OK,,227.179487,300.0544932,17.4219,121,123.6,121,47.3265353,4.440265,0.29236714,0.00177118,0.055370714,83.6,1.6722,0.057141895
4199,OK,,227.179487,300.0544932,17.4219,140.5,123.6,140.5,54.953539,1.08298703,1.18174368,0.006903944,0.013180998,83.6,1.6722,0.020084942
4200,OK,,227.179487,300.0544932,17.4219,160,123.6,160,62.5805426,0.025034264,6.78746432,0.03747825,0.000284364,83.6,1.6722,0.037762614
4201,OK,,229.74359,139.97364,8.13,121,123.6,121,47.3265353,2.54258702,0.460992533,0.002960495,0.033770147,83.6,1.6722,0.036730642
4202,OK,,229.74359,139.97364,8.13,140.5,123.6,140.5,54.953539,0.10545442,3.23237078,0.019786621,0.001336985,83.6,1.6722,0.021123606
4203,OK,,229.74359,139.97364,8.13,160,123.6,160,62.5805426,0.003680605,10.8066176,0.061780361,4.26E-05,83.6,1.6722,0.061823004
4204,OK,,229.74359,144.0782773,8.36825385,121,123.6,121,47.3265353,2.59033357,0.455159259,0.002918612,0.034347906,83.6,1.6722,0.037266518
4205,OK,,229.74359,144.0782773,8.36825385,140.5,123.6,140.5,54.953539,0.11244144,3.16198732,0.019342037,0.00142587,83.6,1.6722,0.020767907
4206,OK,,229.74359,144.0782773,8.36825385,160,123.6,160,62.5805426,0.003814072,10.7307201,0.06127608,4.41E-05,83.6,1.6722,0.06132023
4207,OK,,229.74359,148.1829145,8.60650769,121,123.6,121,47.3265353,2.63661455,0.449573161,0.002878447,0.034905345,83.6,1.6722,0.037783792
4208,OK,,229.74359,148.1829145,8.60650769,140.5,123.6,140.5,54.953539,0.126102756,3.0368275,0.018557912,0.001597825,83.6,1.6722,0.020155736
4209,OK,,229.74359,148.1829145,8.60650769,160,123.6,160,62.5805426,0.004037841,10.6065494,0.060528342,4.67E-05,83.6,1.6722,0.060575076
4210,OK,,229.74359,152.2875518,8.84476154,121,123.6,121,47.3265353,2.68948519,0.443313175,0.002834042,0.035543686,83.6,1.6722,0.038377727
4211,OK,,229.74359,152.2875518,8.84476154,140.5,123.6,140.5,54.953539,0.135629002,2.9599958,0.018068153,0.001717193,83.6,1.6722,0.019785347
4212,OK,,229.74359,152.2875518,8.84476154,160,123.6,160,62.5805426,0.00425287,10.4944676,0.059839051,4.92E-05,83.6,1.6722,0.059888252
4213,OK,,229.74359,156.392189,9.08301538,121,123.6,121,47.3265353,2.73457792,0.438174857,0.002796982,0.036082374,83.6,1.6722,0.038879356
4214,OK,,229.74359,156.392189,9.08301538,140.5,123.6,140.5,54.953539,0.146651708,2.87821707,0.017549244,0.001855217,83.6,1.6722,0.019404461
4215,OK,,229.74359,156.392189,9.08301538,160,123.6,160,62.5805426,0.004432603,10.4058204,0.059273306,5.12E-05,83.6,1.6722,0.059324549
4216,OK,,229.74359,160.4968263,9.32126923,121,123.6,121,47.3265353,2.78058522,0.43339052,0.002762279,0.036630806,83.6,1.6722,0.039393085
4217,OK,,229.74359,160.4968263,9.32126923,140.5,123.6,140.5,54.953539,0.158489607,2.7987857,0.017046068,0.002003372,83.6,1.6722,0.01904944
4218,OK,,229.74359,160.4968263,9.32126923,160,123.6,160,62.5805426,0.004691841,10.3173533,0.058707544,5.42E-05,83.6,1.6722,0.058761741
4219,OK,,229.74359,164.6014636,9.55952308,121,123.6,121,47.3265353,2.82866618,0.428162318,0.002724846,0.037203536,83.6,1.6722,0.039928382
4220,OK,,229.74359,164.6014636,9.55952308,140.5,123.6,140.5,54.953539,0.17416949,2.70659655,0.016466707,0.00219968,83.6,1.6722,0.018666386
4221,OK,,229.74359,164.6014636,9.55952308,160,123.6,160,62.5805426,0.004706362,10.1935978,0.057969082,5.44E-05,83.6,1.6722,0.058023448
4222,OK,,229.74359,168.7061008,9.79777692,121,123.6,121,47.3265353,2.87761615,0.422970346,0.002687733,0.037784748,83.6,1.6722,0.040472481
4223,OK,,229.74359,168.7061008,9.79777692,140.5,123.6,140.5,54.953539,0.184678021,2.64429616,0.016068921,0.002330463,83.6,1.6722,0.018399384
4224,OK,,229.74359,168.7061008,9.79777692,160,123.6,160,62.5805426,0.005558868,10.0788127,0.057267945,6.42E-05,83.6,1.6722,0.057332127
4225,OK,,229.74359,172.8107386,10.0360308,121,123.6,121,47.3265353,2.92622117,0.417933033,0.002651726,0.03836025,83.6,1.6722,0.041011976
4226,OK,,229.74359,172.8107386,10.0360308,140.5,123.6,140.5,54.953539,0.199379045,2.56924859,0.015595224,0.002513796,83.6,1.6722,0.01810902
4227,OK,,229.74359,172.8107386,10.0360308,160,123.6,160,62.5805426,0.005357726,9.98143075,0.056656848,6.18E-05,83.6,1.6722,0.05671866
